fun_score,id_suggest,noun,adjective,context,shatter
71,gag_crutches_pair,crutches pair,gag,from a flood,maybe
71,gag_desk_bell,desk bell,gag,with mouse droppings,maybe
71,gag_earplugs_jar,earplugs jar,gag,smelling of perfume,maybe
71,gag_film_reel,film reel,gag,labeled FREE,maybe
71,gag_garden_gnome_army,garden gnome army,gag,full of coins,maybe
71,gag_grafting_knife,grafting knife,gag,smelling of perfume,maybe
71,gag_humidity_tray,humidity tray,gag,from a fire sale,maybe
71,gag_kazoo_set,kazoo set,gag,opened once,maybe
71,gag_life_ring,life ring,gag,zip-tied,maybe
71,gag_mixing_board,mixing board,gag,labeled FREE,maybe
71,gag_resistance_bands,resistance bands,gag,smelling of perfume,maybe
71,gag_toilet_auger,toilet auger,gag,from a flood,maybe
71,gag_uvb_bulb,UVB bulb,gag,with a photo,maybe
71,gag_wind_vane_toy,wind vane toy,gag,labeled DO NOT SELL,maybe
71,haunted_airline_sick_bag,airline sick bag,haunted,with mouse droppings,maybe
71,haunted_bolt_cutters,bolt cutters,haunted,wrapped in newspaper,maybe
71,haunted_bongo_pair,bongo pair,haunted,with a photo,maybe
71,haunted_boomerang,boomerang,haunted,labeled FREE,maybe
71,haunted_cotton_candy_spinner,cotton candy spinner,haunted,with a photo,maybe
71,haunted_grow_journal,grow journal,haunted,smelling of smoke,maybe
71,haunted_index_cards_recipes,index cards recipes,haunted,from a fire sale,maybe
71,haunted_magic_set_kids,magic set kids,haunted,with a receipt,maybe
71,haunted_mantel_clock,mantel clock,haunted,zip-tied,maybe
71,haunted_mousetrap_pack,mousetrap pack,haunted,glued shut,maybe
71,haunted_mouthguard_case,mouthguard case,haunted,smelling of perfume,maybe
71,haunted_poker_chip_rack,poker chip rack,haunted,with the wrong remote,maybe
71,haunted_pop_filter,pop filter,haunted,padlocked,maybe
71,haunted_score_sheet_stack,score sheet stack,haunted,labeled MOM,maybe
71,haunted_sega_genesis,Sega Genesis,haunted,labeled FREE,maybe
71,haunted_stacking_rings,stacking rings,haunted,with instructions missing page 2,maybe
71,haunted_thread_rack,thread rack,haunted,full of coins,maybe
71,haunted_trailer_hitch_ball,trailer hitch ball,haunted,with a receipt,maybe
71,haunted_transformers_incomplete,Transformers incomplete,haunted,opened once,maybe
71,haunted_treat_pouch,treat pouch,haunted,from a flood,maybe
71,haunted_vhs_security_tapes,VHS security tapes,haunted,full of coins,maybe
71,haunted_wax_seal_kit,wax seal kit,haunted,padlocked,maybe
71,lab_bread_machine,bread machine,lab,welded shut,maybe
71,lab_chip_carousel,chip carousel,lab,welded shut,maybe
71,lab_frisbee_dog,frisbee dog,lab,from a raid,maybe
71,lab_humidity_tray,humidity tray,lab,still beeping,maybe
71,lab_itching_powder,itching powder,lab,won at casino,maybe
71,lab_model_airplane,model airplane,lab,full of glitter,maybe
71,lab_otoscope,otoscope,lab,in a sock,maybe
71,limited_confetti_cannon,confetti cannon,limited,stolen then returned,maybe
71,limited_crutches_pair,crutches pair,limited,welded shut,maybe
71,limited_dog_crate,dog crate,limited,with a lawsuit,maybe
71,limited_model_rocket,model rocket,limited,full of glitter,maybe
71,limited_slow_cooker,slow cooker,limited,full of glitter,maybe
71,limited_smoker_bee,smoker bee,limited,in a sock,maybe
71,limited_snorkel_set,snorkel set,limited,stolen then returned,maybe
71,limited_water_bottle_sipper,water bottle sipper,limited,stolen then returned,maybe
71,plastic_aquarium,aquarium,plastic,full of sand,yes
71,plastic_bayonet_dull,bayonet dull,plastic,from a raid,maybe
71,plastic_corkscrew_fancy,corkscrew fancy,plastic,in a sock,maybe
71,plastic_drill_press,drill press,plastic,from a raid,maybe
71,plastic_tea_tin_set,tea tin set,plastic,in a sock,maybe
71,plastic_watering_can,watering can,plastic,from a divorce,maybe
71,rusty_card_shuffler,card shuffler,rusty,from a divorce,maybe
71,rusty_napkin_rings,napkin rings,rusty,welded shut,maybe
71,rusty_putty_thinking,putty thinking,rusty,still beeping,maybe
71,rusty_stacking_rings,stacking rings,rusty,welded shut,maybe
71,school_coin_sorter,coin sorter,school,from a raid,maybe
71,school_flintlock_replica,flintlock replica,school,from a raid,maybe
71,school_loom_mini,loom mini,school,smelling of fish,maybe
71,school_newton_cradle,newton cradle,school,smelling of fish,maybe
71,school_payphone_handset,payphone handset,school,won at casino,maybe
71,school_pop_filter,pop filter,school,still beeping,maybe
71,school_toy_chest,toy chest,school,full of glitter,maybe
71,school_turtle_shell,turtle shell,school,labeled EVIDENCE,maybe
71,signed_ashtray_tower,ashtray tower,signed,still beeping,maybe
71,signed_backgammon_board,backgammon board,signed,from a divorce,maybe
71,signed_beetle_pins,beetle pins,signed,stolen then returned,maybe
71,signed_bug_zapper,bug zapper,signed,labeled EVIDENCE,maybe
71,signed_closet_flange,closet flange,signed,full of glitter,maybe
71,signed_cuttlebone,cuttlebone,signed,smelling of fish,maybe
71,signed_kazoo_set,kazoo set,signed,from a raid,maybe
71,signed_latch_hook_kit,latch hook kit,signed,labeled EVIDENCE,maybe
71,signed_punch_card_deck,punch card deck,signed,from a raid,maybe
71,signed_trunk_travel,trunk travel,signed,labeled EVIDENCE,maybe
70,burnt_ceiling_fan_blade,ceiling fan blade,burnt,still beeping,maybe
70,burnt_flare_gun_prop,flare gun prop,burnt,from a raid,maybe
70,burnt_live_rock_dry,live rock dry,burnt,won at casino,maybe
70,burnt_ventriloquist_dummy,ventriloquist dummy,burnt,full of rice,maybe
70,burnt_waffle_iron,waffle iron,burnt,smelling of perfume,maybe
70,dedicated_action_figure_loose,action figure loose,dedicated,welded shut,maybe
70,dedicated_ammo_crate_wood,ammo crate wood,dedicated,from a raid,maybe
70,dedicated_cape_velvet,cape velvet,dedicated,with a lawsuit,maybe
70,dedicated_lava_lamp,lava lamp,dedicated,with the wrong remote,yes
70,dedicated_makeup_case,makeup case,dedicated,with a lawsuit,maybe
70,dedicated_mascot_head,mascot head,dedicated,wrapped in newspaper,maybe
70,dedicated_scout_sash,scout sash,dedicated,won at casino,maybe
70,dedicated_sega_genesis,Sega Genesis,dedicated,still beeping,maybe
70,dedicated_veil_boxed,veil boxed,dedicated,from a divorce,maybe
70,evidence_air_fryer,air fryer,evidence,smelling of perfume,maybe
70,evidence_baseball_cards_shoe_box,baseball cards shoe box,evidence,with instructions missing page 2,maybe
70,evidence_cake_topper_bride,cake topper bride,evidence,full of sand,maybe
70,evidence_espresso_portafilter,espresso portafilter,evidence,padlocked,maybe
70,evidence_fleece_raw,fleece raw,evidence,taped shut,maybe
70,evidence_incense_burner,incense burner,evidence,labeled MOM,maybe
70,evidence_ink_stone,ink stone,evidence,zip-tied,maybe
70,evidence_parrot_perch,parrot perch,evidence,wrapped in newspaper,maybe
70,evidence_passport_stamp_kit,passport stamp kit,evidence,with a photo,maybe
70,evidence_prayer_beads,prayer beads,evidence,smelling of perfume,maybe
70,evidence_thigh_master,thigh master,evidence,with mouse droppings,maybe
70,expired_chicken_feeder,chicken feeder,expired,full of glitter,maybe
70,expired_hive_frame,hive frame,expired,with a lawsuit,maybe
70,expired_lipstick_bullet,lipstick bullet,expired,stolen then returned,maybe
70,expired_mahjong_set,mahjong set,expired,full of glitter,maybe
70,expired_roach_motel,roach motel,expired,stolen then returned,maybe
70,expired_stilts_pair,stilts pair,expired,still beeping,maybe
70,expired_straw_dispenser,straw dispenser,expired,from a divorce,maybe
70,expired_trophy_spelling,trophy spelling,expired,labeled EVIDENCE,maybe
70,foreclosure_blackjack_table_toy,blackjack table toy,foreclosure,still beeping,maybe
70,foreclosure_cb_radio,CB radio,foreclosure,from a raid,maybe
70,foreclosure_ir_thermometer,IR thermometer,foreclosure,won at casino,maybe
70,foreclosure_matchbook_collection,matchbook collection,foreclosure,from a raid,maybe
70,foreclosure_tuning_fork,tuning fork,foreclosure,from a raid,maybe
70,foreclosure_watercolor_tin,watercolor tin,foreclosure,labeled EVIDENCE,maybe
70,gag_activity_gym,activity gym,gag,labeled DO NOT SELL,maybe
70,gag_baby_carrier,baby carrier,gag,labeled FREE,maybe
70,gag_beetle_pins,beetle pins,gag,in a trash bag,maybe
70,gag_blacksmith_tongs,blacksmith tongs,gag,smelling of perfume,maybe
70,gag_captain_hat,captain hat,gag,never opened,maybe
70,gag_fiber_optic_lamp,fiber optic lamp,gag,smelling of perfume,yes
70,gag_fondue_set,fondue set,gag,zip-tied,maybe
70,gag_gas_mask_toy,gas mask toy,gag,from a fire sale,maybe
70,gag_gps_tracker_pet,GPS tracker pet,gag,from a fire sale,maybe
70,gag_guest_book,guest book,gag,glued shut,maybe
70,gag_ship_clock,ship clock,gag,with a note,maybe
70,gag_springform,springform,gag,with instructions missing page 2,maybe
70,gag_storage_ottoman,storage ottoman,gag,with a receipt,maybe
70,gag_tarot_deck,tarot deck,gag,full of rice,maybe
70,haunted_addressograph,addressograph,haunted,full of rice,maybe
70,haunted_baby_shoes_bronze,baby shoes bronze,haunted,from a fire sale,maybe
70,haunted_betamax_stack,Betamax stack,haunted,with mouse droppings,maybe
70,haunted_bird_bath,bird bath,haunted,with a photo,maybe
70,haunted_booster_seat,booster seat,haunted,with a photo,maybe
70,haunted_butterfly_case,butterfly case,haunted,opened once,maybe
70,haunted_canvas_failed,canvas failed,haunted,full of rice,maybe
70,haunted_croquet_mallet,croquet mallet,haunted,full of coins,maybe
70,haunted_espresso_portafilter,espresso portafilter,haunted,from a fire sale,maybe
70,haunted_extension_cord_nest,extension cord nest,haunted,labeled FREE,maybe
70,haunted_geiger_counter,Geiger counter,haunted,smelling of perfume,maybe
70,haunted_globe_stand,globe stand,haunted,taped shut,yes
70,haunted_harness_dog,harness dog,haunted,with no power cord,maybe
70,haunted_keg_tap,keg tap,haunted,never opened,maybe
70,haunted_plunger_deluxe,plunger deluxe,haunted,labeled DO NOT SELL,maybe
70,haunted_putter_novelty,putter novelty,haunted,with mouse droppings,maybe
70,haunted_warehouse_clipboard,warehouse clipboard,haunted,smelling of smoke,maybe
70,lab_amp_head,amp head,lab,welded shut,maybe
70,lab_arcade_stick,arcade stick,lab,with a lawsuit,maybe
70,lab_baby_carrier,baby carrier,lab,with a lawsuit,maybe
70,lab_boom_arm,boom arm,lab,stolen then returned,maybe
70,lab_shoe_tree_pair,shoe tree pair,lab,full of glitter,maybe
70,lab_springform,springform,lab,welded shut,maybe
70,lab_surge_protector_fried,surge protector fried,lab,from a divorce,maybe
70,lab_trunk_travel,trunk travel,lab,full of glitter,maybe
70,limited_anchor_paperweight,anchor paperweight,limited,stolen then returned,maybe
70,limited_closet_flange,closet flange,limited,won at casino,maybe
70,limited_executive_toy,executive toy,limited,labeled EVIDENCE,maybe
70,limited_fire_extinguisher,fire extinguisher,limited,stolen then returned,maybe
70,limited_flight_harness,flight harness,limited,with a lawsuit,maybe
70,limited_golf_club_set,golf club set,limited,from a raid,maybe
70,plastic_mask_gas_antique,mask gas antique,plastic,won at casino,maybe
70,plastic_mess_kit,mess kit,plastic,stolen then returned,maybe
70,plastic_mouthwash_novelty,mouthwash novelty,plastic,still beeping,maybe
70,plastic_orchid_pot,orchid pot,plastic,from a raid,maybe
70,plastic_seat_belt_pet,seat belt pet,plastic,won at casino,maybe
70,rusty_cricket_keeper,cricket keeper,rusty,smelling of fish,maybe
70,rusty_feather_wand,feather wand,rusty,smelling of fish,maybe
70,rusty_pottery_wheel,pottery wheel,rusty,stolen then returned,maybe
70,rusty_toaster,toaster,rusty,in a trash bag,maybe
70,rusty_turtle_shell,turtle shell,rusty,stolen then returned,maybe
70,school_jade_cabbage,jade cabbage,school,with a lawsuit,maybe
70,school_roach_motel,roach motel,school,full of glitter,maybe
70,school_robot_vacuum_dead,robot vacuum dead,school,with a lawsuit,maybe
70,school_swing_cradle,swing cradle,school,with a lawsuit,maybe
70,school_teeter_board,teeter board,school,still beeping,maybe
70,school_unity_candle,unity candle,school,with a lawsuit,maybe
70,school_wine_barrel_bung,wine barrel bung,school,labeled EVIDENCE,maybe
70,signed_beach_umbrella,beach umbrella,signed,smelling of fish,maybe
70,signed_crt_green_terminal,CRT green terminal,signed,stolen then returned,maybe
70,signed_dehumidifier_dead,dehumidifier dead,signed,with a lawsuit,maybe
70,signed_diaper_genie,diaper genie,signed,won at casino,maybe
70,signed_fondue_set,fondue set,signed,won at casino,maybe
70,signed_foot_spa,foot spa,signed,in a sock,maybe
70,signed_menu_diner,menu diner,signed,from a raid,maybe
70,signed_shoe_tree_pair,shoe tree pair,signed,labeled EVIDENCE,maybe
69,burnt_crepe_maker,crepe maker,burnt,in a sock,maybe
69,burnt_dog_crate,dog crate,burnt,still beeping,maybe
69,burnt_ouija_planchette,ouija planchette,burnt,welded shut,maybe
69,burnt_seed_packets,seed packets,burnt,won at casino,maybe
69,burnt_taxidermy_squirrel,taxidermy squirrel,burnt,won at carnival,maybe
69,dedicated_compass,compass,dedicated,from a divorce,maybe
69,dedicated_harness_dog,harness dog,dedicated,in a sock,maybe
69,dedicated_jigsaw,jigsaw,dedicated,in a sock,maybe
69,dedicated_ken_torso,Ken torso,dedicated,won at casino,maybe
69,dedicated_mask_gas_antique,mask gas antique,dedicated,full of glitter,maybe
69,dedicated_mood_light,mood light,dedicated,with a lawsuit,maybe
69,dedicated_powder_puff,powder puff,dedicated,welded shut,maybe
69,dedicated_shoe_tree_pair,shoe tree pair,dedicated,stolen then returned,maybe
69,dedicated_tea_tin_set,tea tin set,dedicated,from a divorce,maybe
69,dedicated_test_kit_water,test kit water,dedicated,with a lawsuit,maybe
69,dedicated_thermal_camera_toy,thermal camera toy,dedicated,smelling of fish,maybe
69,evidence_baby_food_jars,baby food jars,evidence,padlocked,maybe
69,evidence_badge_press,badge press,evidence,padlocked,maybe
69,evidence_canteen_army,canteen army,evidence,smelling of smoke,maybe
69,evidence_cologne_splash,cologne splash,evidence,with a note,maybe
69,evidence_djembe,djembe,evidence,with no power cord,maybe
69,evidence_exersaucer,exersaucer,evidence,from a fire sale,maybe
69,evidence_hand_puppets,hand puppets,evidence,from a fire sale,maybe
69,evidence_ice_pack_novelty,ice pack novelty,evidence,labeled FREE,maybe
69,evidence_laminator,laminator,evidence,taped shut,maybe
69,evidence_life_vest_airline,life vest airline,evidence,with the wrong remote,maybe
69,evidence_mandolin,mandolin,evidence,labeled DO NOT SELL,maybe
69,evidence_mezuzah,mezuzah,evidence,from a fire sale,maybe
69,evidence_nunchaku_foam,nunchaku foam,evidence,with a dead battery,maybe
69,evidence_pager,pager,evidence,full of sand,maybe
69,evidence_party_popper_crate,party popper crate,evidence,labeled FREE,maybe
69,evidence_pie_weights,pie weights,evidence,smelling of perfume,maybe
69,evidence_powder_horn,powder horn,evidence,with a receipt,maybe
69,evidence_rice_cooker,rice cooker,evidence,with no power cord,maybe
69,evidence_roman_candle,roman candle,evidence,in a trash bag,maybe
69,evidence_sheet_music_binder,sheet music binder,evidence,from a flood,maybe
69,evidence_shower_radio,shower radio,evidence,glued shut,maybe
69,evidence_signed_basketball,signed basketball,evidence,with a photo,maybe
69,evidence_slot_machine_bank,slot machine bank,evidence,full of sand,maybe
69,evidence_smoke_alarm_chirp,smoke alarm chirp,evidence,labeled FREE,maybe
69,evidence_transformers_incomplete,Transformers incomplete,evidence,taped shut,maybe
69,evidence_tweezers_gold,tweezers gold,evidence,full of coins,maybe
69,evidence_wig_stand,wig stand,evidence,labeled MOM,maybe
69,expired_batting_roll,batting roll,expired,welded shut,maybe
69,expired_clicker_training,clicker training,expired,with a lawsuit,maybe
69,expired_crib_mobile,crib mobile,expired,smelling of fish,maybe
69,expired_hose_nozzle,hose nozzle,expired,won at casino,maybe
69,expired_manicure_set,manicure set,expired,welded shut,maybe
69,expired_pressure_cooker,pressure cooker,expired,from a divorce,maybe
69,expired_propane_tank_empty,propane tank empty,expired,welded shut,maybe
69,expired_skate_helmet,skate helmet,expired,in a sock,maybe
69,expired_sugar_caddy,sugar caddy,expired,smelling of fish,maybe
69,expired_telescope,telescope,expired,in a sock,maybe
69,foreclosure_bias_tape,bias tape,foreclosure,labeled EVIDENCE,maybe
69,foreclosure_bird_bath,bird bath,foreclosure,labeled EVIDENCE,maybe
69,foreclosure_check_writer,check writer,foreclosure,still beeping,maybe
69,foreclosure_fake_dog_poop,fake dog poop,foreclosure,with mouse droppings,maybe
69,foreclosure_frisbee_glow,frisbee glow,foreclosure,labeled EVIDENCE,maybe
69,foreclosure_origami_paper,origami paper,foreclosure,in a sock,maybe
69,foreclosure_putty_thinking,putty thinking,foreclosure,with a lawsuit,maybe
69,foreclosure_sea_chest,sea chest,foreclosure,stolen then returned,maybe
69,foreclosure_shark_tooth_jar,shark tooth jar,foreclosure,welded shut,maybe
69,foreclosure_signed_basketball,signed basketball,foreclosure,full of glitter,maybe
69,foreclosure_waffle_iron,waffle iron,foreclosure,glued shut,maybe
69,gag_camera_bag_empty,camera bag empty,gag,from a flood,maybe
69,gag_clicker_training,clicker training,gag,zip-tied,maybe
69,gag_comic_longbox,comic longbox,gag,with a dead battery,maybe
69,gag_compact_mirror,compact mirror,gag,with no power cord,maybe
69,gag_deep_fryer,deep fryer,gag,full of rice,maybe
69,gag_frisbee_dog,frisbee dog,gag,taped shut,maybe
69,gag_hand_buzzer,hand buzzer,gag,padlocked,maybe
69,gag_milk_frother,milk frother,gag,opened once,maybe
69,gag_millet_spray,millet spray,gag,taped shut,maybe
69,gag_modeling_clay,modeling clay,gag,smelling of smoke,maybe
69,gag_rain_gauge,rain gauge,gag,with mouse droppings,maybe
69,gag_skate_helmet,skate helmet,gag,opened once,maybe
69,gag_sprinkler_oscillating,sprinkler oscillating,gag,full of sand,maybe
69,gag_wand_sparkly,wand sparkly,gag,labeled MOM,maybe
69,gag_whistle_referee,whistle referee,gag,won at carnival,maybe
69,gag_wine_thief,wine thief,gag,in a trash bag,maybe
69,haunted_bath_bomb_crate,bath bomb crate,haunted,labeled DO NOT SELL,maybe
69,haunted_binoculars,binoculars,haunted,from a fire sale,maybe
69,haunted_bundt_pan,bundt pan,haunted,with a photo,maybe
69,haunted_changing_table,changing table,haunted,labeled MOM,maybe
69,haunted_laminator,laminator,haunted,opened once,maybe
69,haunted_lens_dusty,lens dusty,haunted,full of coins,maybe
69,haunted_moon_sand,moon sand,haunted,zip-tied,maybe
69,haunted_pattern_envelope,pattern envelope,haunted,labeled FREE,maybe
69,haunted_pedicure_tub,pedicure tub,haunted,smelling of smoke,maybe
69,haunted_place_card_holder,place card holder,haunted,labeled MOM,maybe
69,haunted_scrapbook_kit,scrapbook kit,haunted,in a trash bag,maybe
69,haunted_spirit_board_cheap,spirit board cheap,haunted,with no power cord,maybe
69,haunted_yarn_skein_bin,yarn skein bin,haunted,glued shut,maybe
69,lab_desk_bell,desk bell,lab,stolen then returned,maybe
69,lab_garden_gnome_army,garden gnome army,lab,in a sock,maybe
69,lab_mealworm_farm,mealworm farm,lab,from a divorce,maybe
69,lab_mouthwash_novelty,mouthwash novelty,lab,smelling of fish,maybe
69,lab_puppet_theater,puppet theater,lab,full of glitter,maybe
69,lab_stress_ball_face,stress ball face,lab,labeled EVIDENCE,maybe
69,limited_balloon_animal_kit,balloon animal kit,limited,in a sock,maybe
69,limited_carding_brushes,carding brushes,limited,still beeping,maybe
69,limited_ghost_detector,ghost detector,limited,labeled EVIDENCE,maybe
69,limited_hypno_spiral,hypno spiral,limited,labeled EVIDENCE,maybe
69,limited_mess_kit,mess kit,limited,labeled EVIDENCE,maybe
69,limited_zune,Zune,limited,from a divorce,maybe
69,plastic_bike_trailer_pet,bike trailer pet,plastic,welded shut,maybe
69,plastic_clothes_iron,clothes iron,plastic,with a lawsuit,maybe
69,plastic_ghost_detector,ghost detector,plastic,stolen then returned,maybe
69,plastic_pacifier_collection,pacifier collection,plastic,with a lawsuit,maybe
69,plastic_police_scanner,police scanner,plastic,stolen then returned,maybe
69,plastic_smoke_grenade_novelty,smoke grenade novelty,plastic,still beeping,maybe
69,plastic_turtle_shell,turtle shell,plastic,full of glitter,maybe
69,plastic_whoopee_remote,whoopee remote,plastic,still beeping,maybe
69,rusty_baby_monitor_crt,baby monitor CRT,rusty,from a raid,maybe
69,rusty_booster_seat,booster seat,rusty,won at casino,maybe
69,rusty_bundt_pan,bundt pan,rusty,won at casino,maybe
69,rusty_cheese_board,cheese board,rusty,still beeping,maybe
69,rusty_creamer_cow,creamer cow,rusty,from a raid,maybe
69,rusty_ink_well,ink well,rusty,won at casino,maybe
69,rusty_life_vest_airline,life vest airline,rusty,from a raid,maybe
69,rusty_sega_genesis,Sega Genesis,rusty,with a lawsuit,maybe
69,rusty_trophy_spelling,trophy spelling,rusty,full of glitter,maybe
69,school_diaper_genie,diaper genie,school,labeled EVIDENCE,maybe
69,school_hope_chest,hope chest,school,with a lawsuit,maybe
69,school_jigsaw,jigsaw,school,from a divorce,maybe
69,school_lathe_mini,lathe mini,school,smelling of fish,maybe
69,school_panini_press,panini press,school,welded shut,maybe
69,school_wedding_cake_knife,wedding cake knife,school,welded shut,maybe
69,signed_deer_antler,deer antler,signed,from a raid,maybe
69,signed_globe_stand,globe stand,signed,from a divorce,yes
69,signed_inner_tube,inner tube,signed,from a divorce,maybe
69,signed_jersey_framed,jersey framed,signed,in a sock,maybe
69,signed_pin_cushion_tomato,pin cushion tomato,signed,with a lawsuit,maybe
69,signed_polaroid_pack_expired,polaroid pack expired,signed,with a lawsuit,maybe
69,signed_spray_paint_crate,spray paint crate,signed,labeled EVIDENCE,maybe
69,signed_toaster,toaster,signed,zip-tied,maybe
68,burnt_gi_joe_footlocker,G.I. Joe footlocker,burnt,smelling of fish,maybe
68,burnt_sterilizer,sterilizer,burnt,smelling of fish,maybe
68,dedicated_lucky_cat,lucky cat,dedicated,from a raid,maybe
68,evidence_airline_sick_bag,airline sick bag,evidence,full of rice,maybe
68,evidence_back_scrubber,back scrubber,evidence,full of rice,maybe
68,evidence_barbie_head_only,Barbie head only,evidence,never opened,maybe
68,evidence_batting_roll,batting roll,evidence,with instructions missing page 2,maybe
68,evidence_boot_jack,boot jack,evidence,from a fire sale,maybe
68,evidence_butterfly_case,butterfly case,evidence,taped shut,maybe
68,evidence_cardboard_condo,cardboard condo,evidence,full of sand,maybe
68,evidence_cat_tree,cat tree,evidence,glued shut,maybe
68,evidence_do_not_disturb_sign,do not disturb sign,evidence,wrapped in newspaper,maybe
68,evidence_glockenspiel,glockenspiel,evidence,smelling of perfume,maybe
68,evidence_guinea_pig_castle,guinea pig castle,evidence,labeled FREE,maybe
68,evidence_hamper_laundry,hamper laundry,evidence,taped shut,maybe
68,evidence_hope_chest,hope chest,evidence,zip-tied,maybe
68,evidence_kite_broken,kite broken,evidence,glued shut,maybe
68,evidence_lizard_hide,lizard hide,evidence,glued shut,maybe
68,evidence_marker_bin,marker bin,evidence,from a fire sale,maybe
68,evidence_model_train_set,model train set,evidence,from a fire sale,maybe
68,evidence_pattern_envelope,pattern envelope,evidence,won at carnival,maybe
68,evidence_pipe_wrench,pipe wrench,evidence,full of rice,maybe
68,evidence_propane_tank_empty,propane tank empty,evidence,with instructions missing page 2,maybe
68,evidence_protein_skimmer,protein skimmer,evidence,with a receipt,maybe
68,evidence_punch_card_rack,punch card rack,evidence,labeled FREE,maybe
68,evidence_robot_vacuum_dead,robot vacuum dead,evidence,zip-tied,maybe
68,evidence_sewing_basket,sewing basket,evidence,full of rice,maybe
68,evidence_stadium_seat,stadium seat,evidence,with instructions missing page 2,maybe
68,evidence_turntable,turntable,evidence,from a flood,maybe
68,evidence_zip_drive,ZIP drive,evidence,with a photo,maybe
68,expired_bench_vise,bench vise,expired,stolen then returned,maybe
68,expired_boom_arm,boom arm,expired,full of glitter,maybe
68,expired_fly_swatter_set,fly swatter set,expired,still beeping,maybe
68,expired_fog_machine,fog machine,expired,welded shut,maybe
68,expired_moon_sand,moon sand,expired,won at casino,maybe
68,expired_teleprompter_diy,teleprompter DIY,expired,smelling of fish,maybe
68,expired_transformers_incomplete,Transformers incomplete,expired,from a raid,maybe
68,expired_tuba_kids,tuba kids,expired,smelling of fish,maybe
68,foreclosure_badge_press,badge press,foreclosure,with a lawsuit,maybe
68,foreclosure_conductor_baton,conductor baton,foreclosure,from a raid,maybe
68,foreclosure_cpap_machine,CPAP machine,foreclosure,smelling of fish,maybe
68,foreclosure_gas_mask_toy,gas mask toy,foreclosure,smelling of fish,maybe
68,foreclosure_manga_stack,manga stack,foreclosure,full of glitter,maybe
68,foreclosure_massage_chair_pad,massage chair pad,foreclosure,smelling of fish,maybe
68,foreclosure_sand_timer_giant,sand timer giant,foreclosure,with a lawsuit,maybe
68,foreclosure_sextant,sextant,foreclosure,won at casino,maybe
68,gag_beer_growler,beer growler,gag,with a note,maybe
68,gag_boom_arm,boom arm,gag,with mouse droppings,maybe
68,gag_chip_carousel,chip carousel,gag,with instructions missing page 2,maybe
68,gag_fabric_shaver,fabric shaver,gag,smelling of smoke,maybe
68,gag_gi_joe_footlocker,G.I. Joe footlocker,gag,with a receipt,maybe
68,gag_instant_pot_clone,instant pot clone,gag,labeled FREE,maybe
68,gag_kitchen_scale,kitchen scale,gag,won at carnival,maybe
68,gag_lego_bin_mystery,Lego bin mystery,gag,wrapped in newspaper,maybe
68,gag_propane_tank_empty,propane tank empty,gag,from a fire sale,maybe
68,gag_slide_projector,slide projector,gag,with a photo,maybe
68,gag_slide_rule,slide rule,gag,with a note,maybe
68,gag_smoker_bee,smoker bee,gag,never opened,maybe
68,gag_soda_siphon,soda siphon,gag,with a dead battery,maybe
68,gag_table_runner,table runner,gag,from a flood,maybe
68,gag_terrarium,terrarium,gag,with instructions missing page 2,maybe
68,gag_trombone_slide,trombone slide,gag,zip-tied,maybe
68,haunted_alphabet_blocks,alphabet blocks,haunted,full of rice,maybe
68,haunted_dehumidifier_dead,dehumidifier dead,haunted,labeled DO NOT SELL,maybe
68,haunted_denture_adhesive,denture adhesive,haunted,with a receipt,maybe
68,haunted_drafting_set,drafting set,haunted,never opened,maybe
68,haunted_glaze_bottles,glaze bottles,haunted,taped shut,maybe
68,haunted_glockenspiel,glockenspiel,haunted,with the wrong remote,maybe
68,haunted_hot_plate,hot plate,haunted,taped shut,maybe
68,haunted_jade_cabbage,jade cabbage,haunted,won at carnival,maybe
68,haunted_ken_torso,Ken torso,haunted,in a trash bag,maybe
68,haunted_lipstick_bullet,lipstick bullet,haunted,in a trash bag,maybe
68,haunted_microchip_scanner,microchip scanner,haunted,wrapped in newspaper,maybe
68,haunted_pool_noodle_bin,pool noodle bin,haunted,labeled DO NOT SELL,maybe
68,haunted_shaving_mug,shaving mug,haunted,wrapped in newspaper,maybe
68,haunted_slow_cooker,slow cooker,haunted,full of rice,maybe
68,haunted_thermal_camera_toy,thermal camera toy,haunted,from a fire sale,maybe
68,lab_bedpan,bedpan,lab,labeled FREE,maybe
68,lab_bunsen_burner,bunsen burner,lab,full of glitter,maybe
68,lab_butter_dish,butter dish,lab,stolen then returned,maybe
68,lab_clothes_iron,clothes iron,lab,still beeping,maybe
68,lab_coffee_grinder,coffee grinder,lab,labeled EVIDENCE,maybe
68,lab_crt_green_terminal,CRT green terminal,lab,labeled EVIDENCE,maybe
68,lab_drone_crashed,drone crashed,lab,smelling of fish,maybe
68,lab_pastry_blender,pastry blender,lab,with a lawsuit,maybe
68,lab_rubber_stamp_set,rubber stamp set,lab,stolen then returned,maybe
68,lab_shampoo_sample_bin,shampoo sample bin,lab,from a divorce,maybe
68,limited_captain_hat,captain hat,limited,in a sock,maybe
68,limited_inner_tube,inner tube,limited,in a sock,maybe
68,limited_lava_lamp,lava lamp,limited,smelling of smoke,yes
68,limited_police_scanner,police scanner,limited,labeled EVIDENCE,maybe
68,limited_scanner_flatbed,scanner flatbed,limited,still beeping,maybe
68,limited_speed_bag,speed bag,limited,labeled EVIDENCE,maybe
